iter	RMSE
153	1.271970472
154	1.26047406
155	1.249055016
156	1.237006061
157	1.225712926
158	1.213828181
159	1.204417795
160	1.19251211
161	1.181880779
162	1.17079802
163	1.160092097
164	1.149201519
165	1.13779197
166	1.126695038
167	1.115045301
168	1.106835427
169	1.096837657
170	1.085850707
171	1.077365114
172	1.068753087
173	1.060141322
174	1.05238628
175	1.042504308
176	1.03356932
177	1.023564178
178	1.015719717
179	1.007467816
180	1.000154344
181	0.9904352659
182	0.9826104513
183	0.9751393213
184	0.9664834965
185	0.959040685
186	0.9491970753
187	0.9400936873
188	0.9321241915
189	0.9232282427
190	0.9142162168
191	0.9062029788
192	0.8976074269
193	0.8895777844
194	0.8810453405
195	0.8723731423
196	0.8637499988
197	0.8558092537
198	0.8487494375
199	0.8407691991
200	0.8341223722
201	0.8260675706
202	0.8191399594
203	0.8126720034
204	0.8052956511
205	0.7996637621
206	0.7930954004
207	0.7855942051
208	0.7790041
209	0.7733807694
210	0.7677520064
211	0.7610507384
212	0.7537578826
213	0.7473039955
214	0.7416226835
215	0.7348757042
216	0.7292777359
217	0.7227676944
218	0.715910067
219	0.7094455491
220	0.7032543295
221	0.6982449849
222	0.693273421
223	0.6875282505
224	0.6820564616
225	0.676424472
226	0.6709091296
227	0.6654438176
228	0.6599698027
229	0.6549488962
230	0.6493545516
231	0.643748322
232	0.6382614271
233	0.6328479374
234	0.6274041674
235	0.6227366684
236	0.6177760339
237	0.6134971595
238	0.6089206601
239	0.6039903142
240	0.6002572181
241	0.5963083719
242	0.5916256041
243	0.5865131451
244	0.581687153
245	0.5767949263
246	0.5720926192
247	0.5673142815
248	0.56284317
249	0.5587266624
250	0.554872942
251	0.5513370861
252	0.5470765793
253	0.5429051651
254	0.5389436307
255	0.5355413395
256	0.5321835346
257	0.528099455
258	0.5247649355
259	0.5204947286
260	0.5167439457
261	0.5134635416
262	0.5102817951
263	0.506483789
264	0.5025781459
265	0.4989131537
266	0.495967181
267	0.4924564755
268	0.4897016962
269	0.4863328811
270	0.4833380455
271	0.4799007233
272	0.4771188242
273	0.4743454232
274	0.4708864555
275	0.4680771562
276	0.4653577343
277	0.4626119091
278	0.4598436621
279	0.4567722679
280	0.4541418211
281	0.4511639893
282	0.4478919591
283	0.4453115725
284	0.442161748
285	0.4396334973
286	0.4372131099
287	0.4343089121
288	0.4317263403
289	0.4291694369
290	0.4261727798
291	0.4237888293
292	0.4212855898
293	0.4183719367
294	0.4160401841
295	0.4131399809
296	0.4108957112
297	0.4085634439
298	0.406161328
299	0.403789807
300	0.4015934974
301	0.3989897882
302	0.3967935491
303	0.3946110704
304	0.3920703399
305	0.389806047
306	0.3871709535
307	0.3850362544
308	0.3829337336
309	0.3807127819
310	0.3786393846
311	0.3765409771
312	0.3738751577
313	0.3717190236
314	0.369702001
315	0.3675732314
316	0.3655007083
317	0.3633883669
318	0.3615008168
319	0.3595516787
320	0.3576163106
321	0.3553051851
322	0.3533988077
323	0.3513705711
324	0.3494889194
325	0.3476222246
326	0.3453909285
327	0.3436989368
328	0.3414460427
329	0.3396293327
330	0.3379768035
331	0.3361844915
332	0.333910753
333	0.3320227784
334	0.3303379134
335	0.3281916062
336	0.326458334
337	0.3247775665
338	0.323220104
339	0.321659733
340	0.3199703897
341	0.3183590711
342	0.3166911474
343	0.3150349405
344	0.3135515845
345	0.3119539982
346	0.3104920963
347	0.3090360635
348	0.3074278577
349	0.3058310572
350	0.3042469267
351	0.302815644
352	0.3007103929
353	0.2991557633
354	0.2976121523
355	0.295801128
356	0.2943604999
357	0.2929921048
358	0.2912233131
359	0.2897537313
360	0.2878147232
361	0.2863683498
362	0.2845781086
363	0.2828034034
364	0.2810440747
365	0.2796081809
366	0.2778738068
367	0.2761544217
368	0.2748185409
369	0.2730014359
370	0.2713192205
371	0.2696515037
372	0.2678804462
373	0.2665848401
374	0.2651738993
375	0.2635509353
376	0.2619419279
377	0.2603467361
378	0.258972046
379	0.2576075405
380	0.2564336017
381	0.2548759149
382	0.2537169153
383	0.2521794903
384	0.2508562677
385	0.249544347
386	0.2484134361
387	0.2469125042
388	0.2456225012
389	0.2444447798
390	0.2429716449
391	0.2417060015
392	0.2404475594
393	0.2392973278
394	0.2378595112
395	0.2367242969
396	0.2353056298
397	0.2340679043
398	0.2325638694
399	0.2315188861
400	0.2303204581
401	0.2292250647
402	0.2280411516
403	0.2270081685
404	0.2258383892
405	0.2244945937
406	0.2233408895
407	0.2220161106
408	0.2208782424
409	0.2198940191
410	0.2187640789
411	0.2177797918
412	0.216802982
413	0.2154238273
414	0.2143080867
415	0.2129512793
416	0.2118677133
417	0.2109200434
418	0.209932288
419	0.2088669831
420	0.2079382926
421	0.2068858677
422	0.2059219641
423	0.2049653121
424	0.2039306053
425	0.2029860529
426	0.2020486189
427	0.2011182535
428	0.2002389633
429	0.199231179
430	0.1982309197
431	0.1972381288
432	0.1963791894
433	0.1954945036
434	0.1946038056
435	0.1936319059
436	0.1927640035
437	0.1918036321
438	0.1909460929
439	0.1901261463
440	0.1891815437
441	0.1883404305
442	0.1874931629
443	0.1866532063
444	0.1858196786
445	0.1846621836
446	0.1837484223
447	0.1828415558
448	0.1820370584
449	0.1812386632
450	0.1803463471
451	0.1795578251
452	0.1787368279
453	0.1778593091
454	0.1769884406
455	0.1757376669
456	0.1748804775
457	0.1736518761
458	0.1724381905
459	0.1711212931
460	0.1702911929
461	0.1694673693
462	0.1687293806
463	0.1679970415
464	0.1671864155
465	0.1660308449
466	0.1653127458
467	0.1645180921
468	0.1633879702
469	0.1626445312
470	0.1617448585
471	0.1609121542
472	0.1602133327
473	0.15951994
474	0.1586422937
475	0.1579674213
476	0.1571430859
477	0.1564775964
478	0.1556785723
479	0.1550223287
480	0.1542342575
481	0.1535871377
482	0.1528098757
483	0.152039118
484	0.1513823508
485	0.150621172
486	0.1499724208
487	0.1492207005
488	0.1484752888
489	0.1478573972
490	0.1472443515
491	0.1466361147
492	0.1459752792
493	0.145251438
494	0.1446549952
495	0.1440052826
496	0.1432946062
497	0.1427097402
498	0.142129479
499	0.1414936092
500	0.1407996912
501	0.1402307074
502	0.1396054775
503	0.1389242034
504	0.1383662906
505	0.1378127887
506	0.1372007934
507	0.1365356014
508	0.1359928861
509	0.135340117
510	0.1348043073
511	0.1342727519
512	0.1336303168
513	0.1326191021
514	0.1320977964
515	0.1315806346
516	0.1305887784
517	0.1300790968
518	0.1295734667
519	0.1286005292
520	0.128102187
521	0.1273242703
522	0.1268312265
523	0.1263421051
524	0.1255749383
525	0.1250910073
526	0.1241584918
527	0.123681504
528	0.1232083143
529	0.122460665
530	0.1219924804
531	0.1212538939
532	0.1207906536
533	0.1203311098
534	0.1196026656
535	0.1190934448
536	0.1182125412
537	0.11771039
538	0.1172649905
539	0.1164003842
540	0.1159083512
541	0.1154206781
542	0.1145717586
543	0.1140908418
544	0.1136141769
545	0.1127806468
546	0.1123105789
547	0.1114897966
548	0.1110262258
549	0.1105667395
550	0.1097608278
551	0.1093076866
552	0.1088585304
553	0.1080672093
554	0.1076242505
555	0.1071851801
556	0.1064081753
557	0.1059751588
558	0.105545937
559	0.1047829803
560	0.1043596726
561	0.1039400689
562	0.1031908977
563	0.1027770721
564	0.1020393523
565	0.1016312187
566	0.1012266476
567	0.1005022544
568	0.1001032452
569	0.09970771461
570	0.09909173456
571	0.09870107531
572	0.09799876043
573	0.09761347003
574	0.09723152986
575	0.0966333618
576	0.09625612396
577	0.09566582461
578	0.09508193548
579	0.09471069906
580	0.09404508562
581	0.09367894917
582	0.09331598122
583	0.09268859304
584	0.0923310075
585	0.09201390806
586	0.09169956181
587	0.09108491872
588	0.0907584869
589	0.09045067313
590	0.09014553673
591	0.08984305536
592	0.08954320696
593	0.08894379074
594	0.08863014117
595	0.08831914559
596	0.08801078344
597	0.08770503436
598	0.08711888508
599	0.08681730638
600	0.08651828043
601	0.08622178767
602	0.0859278087
603	0.08535447818
604	0.08506450041
605	0.08477697893
606	0.08449189506
607	0.0842092303
608	0.08364828842
609	0.08336946328
610	0.08309300239
611	0.08281888792
612	0.0825471022
613	0.08199813608
614	0.08173003554
615	0.08146421136
616	0.08120064649
617	0.08066193544
618	0.08040193684
619	0.08014414709
620	0.07988854976
621	0.07963512852
622	0.07910768022
623	0.07885768279
624	0.07860981321
625	0.07836405573
626	0.07784628382
627	0.07760384033
628	0.07736346241
629	0.07712513483
630	0.07661678922
631	0.07638166963
632	0.0761485555
633	0.07591743212
634	0.07568828487
635	0.07519025317
636	0.07496418681
637	0.07474005357
638	0.07451783931
639	0.07402871175
640	0.07380948027
641	0.07359212625
642	0.07338178331
643	0.07290080905
644	0.07269274532
645	0.07217880228
646	0.07197369301
647	0.07150323658
648	0.07130034498
649	0.07083565816
650	0.07063495243
651	0.07043594049
652	0.06994072103
653	0.06974454218
654	0.06929042804
655	0.06909636335
656	0.06861306341
657	0.0684217626
658	0.06797749749
659	0.06778825566
660	0.06731658115
661	0.06713003619
662	0.06669537846
663	0.0665108394
664	0.06611231783
665	0.06593003074
666	0.06550410279
667	0.06532376904
668	0.06514498229
669	0.06469440162
670	0.06430800895
671	0.06413242083
672	0.06371898094
673	0.0635452732
674	0.06337306427
675	0.06293713576
676	0.06256245591
677	0.06239332393
678	0.06222565648
679	0.06185616445
680	0.06169054088
681	0.06129267808
682	0.06112883188
683	0.06076723098
684	0.06060538051
685	0.06021537553
686	0.06005525836
687	0.05966742306
688	0.05950928577
689	0.0591262867
690	0.05897010066
691	0.05859187072
692	0.05843760785
693	0.05806408104
694	0.05791171375
695	0.05753654598
696	0.05738627004
697	0.05704820083
698	0.0568997737
699	0.05656585144
700	0.05641925061
701	0.05608942723
702	0.05594961782
703	0.05559114686
704	0.05545306861
705	0.05531617885
706	0.0549942144
707	0.05485910821
708	0.05472516718
709	0.05437517599
710	0.05424289812
711	0.05411176383
712	0.05376848382
713	0.053639155
714	0.05330031593
715	0.05317276633
716	0.05304632502
717	0.05271251082
718	0.05256230525
719	0.0522543912
720	0.05213117452
721	0.05198376569
722	0.05164374922
723	0.05152291509
724	0.05140313784
725	0.0512592411
726	0.05096032902
727	0.05084301725
728	0.05054379428
729	0.05040311421
730	0.0500751592
731	0.04996063146
732	0.0498471117
733	0.04970977897
734	0.04957358486
735	0.04926516511
736	0.04913075643
737	0.04881200699
738	0.04867926792
739	0.04854763423
740	0.04841709867
741	0.04810384483
742	0.04799734616
743	0.04789179316
744	0.04776438231
745	0.04748488207
746	0.04738146389
747	0.0472563249
748	0.04693139631
749	0.04682994525
750	0.04672940033
751	0.04660724119
752	0.04630698093
753	0.04620840576
754	0.04611071387
755	0.04599147758
756	0.04568411151
757	0.04556958016
758	0.04545613798
759	0.04534377571
760	0.04523248414
761	0.04500349489
762	0.04489376687
763	0.04478508662
764	0.04467744522
765	0.0444519595
766	0.04434583333
767	0.04424072369
768	0.04401818708
769	0.04391455862
770	0.04381192484
771	0.04354147978
772	0.0434404038
773	0.04334029955
774	0.04308538959
775	0.04298690266
776	0.04288936238
777	0.04279276065
778	0.04257805268
779	0.04248281708
780	0.04238849981
781	0.04214070145
782	0.04204790065
783	0.0419559946
784	0.04186497561
785	0.04165561567
786	0.04156588612
787	0.0414770245
788	0.0412359593
789	0.04114851939
790	0.04106192521
791	0.0409130288
792	0.04070866929
793	0.04050610374
794	0.04042162143
795	0.04022121652
796	0.0400760941
797	0.03987770795
798	0.03968106757
799	0.03953890205
800	0.039344248
801	0.03915131083
802	0.03907047384
803	0.03884397653
804	0.03870559054
805	0.03851617371
806	0.03832842885
807	0.03819288041
808	0.03800704369
809	0.03782285142
810	0.03774564481
811	0.03761333161
812	0.03743135997
813	0.03725100286
814	0.03707224648
815	0.03699725908
816	0.03686835258
817	0.03669175778
818	0.03651673468
819	0.03634326985
820	0.03621726683
821	0.03604558532
822	0.03587543656
823	0.03567104133
824	0.03559955859
825	0.03539780266
826	0.03522394482
827	0.03505229428
828	0.0348828261
829	0.03471551555
830	0.03455033817
831	0.03438726966
832	0.034226286
833	0.03406736336
834	0.03391047813
835	0.03375560693
836	0.03360272658
837	0.03345181413
838	0.03330284683
839	0.03315580214
840	0.03301065774
841	0.03286739151
842	0.03272598153
843	0.03258640611
844	0.03244864373
845	0.03231267309
846	0.0321784731
847	0.03204602284
848	0.03191530162
849	0.03178628893
850	0.03169089603
851	0.03156363982
852	0.03146908203
853	0.03134356153
854	0.03128607731
855	0.03116251708
856	0.03104058484
857	0.03099681387
858	0.03095346398
859	0.03084562202
860	0.03072615648
861	0.03060827488
862	0.03050176406
863	0.03038563422
864	0.03033140827
865	0.03021711086
866	0.03010433762
867	0.03006388792
868	0.02995925159
869	0.02984847275
870	0.0297585887
871	0.02964934868
872	0.02954664847
873	0.0294159461
874	0.0293142614
875	0.0292134711
876	0.02911356775
877	0.029014544
878	0.02891639256
879	0.02878798363
880	0.02869079621
881	0.02859446421
882	0.02849898059
883	0.0284043384
884	0.02831053076
885	0.02818433081
886	0.02809143892
887	0.02799936563
888	0.02790810431
889	0.02781764835
890	0.02772799124
891	0.02760392141
892	0.0275139736
893	0.02742482855
894	0.0273364783
895	0.02724891505
896	0.02712659689
897	0.02703982339
898	0.02695381918
899	0.02682651036
900	0.026700301
901	0.02661583511
902	0.02649109869
903	0.0263674401
904	0.02628446978
905	0.02616225028
906	0.02608037302
907	0.02595957212
908	0.02583981582
909	0.02575932028
910	0.02564095075
911	0.0255614215
912	0.02544442001
913	0.02536587789
914	0.02525022574
915	0.02517261917
916	0.02505829834
917	0.02494496752
918	0.0248686401
919	0.02475661131
920	0.0246811838
921	0.02457043988
922	0.02446065622
923	0.02438645573
924	0.02427792895
925	0.02420459488
926	0.02409730862
927	0.02399095402
928	0.02391879792
929	0.02381365706
930	0.02374233586
931	0.02363839315
932	0.02353535456
933	0.02346516509
934	0.02336329901
935	0.02329391476
936	0.0231932063
937	0.02309337542
938	0.0230250793
939	0.02292638148
940	0.02283113083
941	0.02273364733
942	0.02263965694
943	0.02257324135
944	0.02247720995
945	0.02238201798
946	0.02229002616
947	0.02219600271
948	0.02210522659
949	0.02201532298
950	0.0219514512
951	0.02185914951
952	0.02176765688
953	0.02167966324
954	0.02158928929
955	0.02150245782
956	0.02144064295
957	0.0213516049
958	0.02126334936
959	0.02117835987
960	0.0210941942
961	0.02100731273
962	0.02091445193
963	0.02082259087
964	0.02073703069
965	0.02064643297
966	0.02056189888
967	0.02047254683
968	0.02039911358
969	0.02031094897
970	0.02023831059
971	0.02014758211
972	0.02007582458
973	0.01998968966
974	0.01991870429
975	0.01983032439
976	0.01976019308
977	0.01969061055
978	0.0196066528
979	0.01953781542
980	0.01945199649
981	0.01938398125
982	0.01930193744
983	0.01923464655
984	0.01915102005
985	0.01908452673
986	0.01900127229
987	0.01893545932
988	0.01885392412
989	0.01878888557
990	0.01870743018
991	0.01864305375
992	0.01856354695
993	0.01849992263
994	0.01842022045
995	0.0183572407
996	0.01829475623
997	0.01821622667
998	0.01813945885
999	0.01807783748
